epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
128,523.972,0.76625,0.44815,0.93329,0.82172,0.84372,0.89704,0.684,0.86337,0.57848,1.00595,0.0003236,0.0003236,0.0003236
129,528.041,0.76207,0.44369,0.93785,0.82593,0.84509,0.90061,0.68863,0.86212,0.56961,1.00706,0.0003104,0.0003104,0.0003104
130,532.197,0.76033,0.43994,0.93497,0.82588,0.84394,0.90153,0.69115,0.86263,0.5654,1.00496,0.0002972,0.0002972,0.0002972
131,536.287,0.74761,0.43574,0.93428,0.82774,0.84314,0.90269,0.6897,0.86724,0.56598,1.01152,0.000284,0.000284,0.000284
132,540.422,0.75388,0.43757,0.93349,0.82913,0.86,0.90713,0.69802,0.86197,0.56689,1.00942,0.0002708,0.0002708,0.0002708
133,544.443,0.75188,0.4423,0.94056,0.83114,0.86431,0.90825,0.69942,0.85383,0.56691,1.00843,0.0002576,0.0002576,0.0002576
134,548.495,0.75379,0.43798,0.93119,0.83611,0.85674,0.90704,0.69861,0.85098,0.55765,1.00711,0.0002444,0.0002444,0.0002444
135,552.534,0.74565,0.43299,0.92849,0.83381,0.8409,0.90377,0.69601,0.85398,0.55864,1.00663,0.0002312,0.0002312,0.0002312
136,556.605,0.76909,0.44769,0.93165,0.81242,0.84882,0.90032,0.69284,0.85595,0.56559,1.00681,0.000218,0.000218,0.000218
137,560.586,0.75398,0.43693,0.9326,0.83629,0.84152,0.90636,0.69607,0.85961,0.5527,1.01191,0.0002048,0.0002048,0.0002048
138,564.705,0.75751,0.43653,0.92982,0.83098,0.84161,0.90321,0.69589,0.85145,0.55995,1.00806,0.0001916,0.0001916,0.0001916
139,568.728,0.74453,0.43506,0.93341,0.82753,0.84548,0.90429,0.69461,0.85254,0.56531,1.01036,0.0001784,0.0001784,0.0001784
140,572.87,0.75225,0.43573,0.92976,0.83815,0.84952,0.90628,0.69797,0.85326,0.55096,1.00793,0.0001652,0.0001652,0.0001652
141,577.317,0.71673,0.42381,0.92472,0.83024,0.85304,0.90641,0.695,0.8589,0.54646,1.00882,0.000152,0.000152,0.000152
142,581.142,0.72064,0.4209,0.92206,0.83943,0.85058,0.9092,0.69897,0.85526,0.55067,1.00828,0.0001388,0.0001388,0.0001388
143,584.921,0.69953,0.40623,0.91309,0.83715,0.84178,0.90324,0.69408,0.85234,0.56148,1.00876,0.0001256,0.0001256,0.0001256
144,588.726,0.69415,0.40049,0.91786,0.83276,0.84512,0.90552,0.69098,0.86649,0.56891,1.01514,0.0001124,0.0001124,0.0001124
145,592.529,0.70113,0.40335,0.91403,0.83731,0.84583,0.90645,0.69398,0.86169,0.567,1.01297,9.92e-05,9.92e-05,9.92e-05
146,596.332,0.69566,0.40205,0.91444,0.83553,0.85269,0.90811,0.69583,0.86089,0.55816,1.01286,8.6e-05,8.6e-05,8.6e-05
147,600.14,0.71218,0.40743,0.92019,0.83458,0.85153,0.90778,0.69546,0.85982,0.55764,1.01222,7.28e-05,7.28e-05,7.28e-05
148,603.941,0.69644,0.40071,0.9125,0.84067,0.84178,0.90619,0.69589,0.85675,0.56064,1.01221,5.96e-05,5.96e-05,5.96e-05
149,607.731,0.68868,0.39635,0.90888,0.83893,0.84178,0.90594,0.69611,0.85678,0.56029,1.01244,4.64e-05,4.64e-05,4.64e-05
150,611.536,0.69162,0.3914,0.91109,0.83809,0.84319,0.90671,0.6958,0.85824,0.55902,1.0123,3.32e-05,3.32e-05,3.32e-05
